Movie_N,cleaned_review,Stars
Event Horizon,unfairly dismissed combination alien hellraiser event horizon one those films should ranked among classics its genre yet has somehow fallen wayside revered movie geeks horror aficionados but ultimately ignored mainstream whats especially surprising excellent film came directing skills paul w anderson who also responsible such tragic misfires resident evil alien versus predator shows there more hollywoods generic director hire than first imagined,8
Event Horizon,set year 2047 story concerns sudden reappearance prototype spaceship event horizon title which vanished its maiden voyage seven years previously salvage ship called lewis clark sent out investigate brings along dr william weir sam neil physics expert originally responsible ships creation they dock horizon but find no signs life they set about making repairs crew begin experience hallucinations sense they not alone,6
Event Horizon,so far so very familiar but far far more than rip off disguising itself homage one thing there no predatory alien hunter loose instead horror far more psychological not there isnt fair amount violence gore but gradual sense unease builds up crafted more crews growing sense anxiety paranoia plus there no definitive explanation given what they experiencing just what these ghosts their pasts doing ship what exists other side black hole another dimension where mankind never meant go movie itself suggests but doesnt confirm very depths hell itself couple excellent set design ship modelled notre dame cathedral paris pulsepounding moments latter half when chaos sets you have one tremendously enjoyable horror film best watched alone night all lights off where you can properly get swept up its claustrophobic atmosphere youll never need eyes see again,8
Event Horizon,actually one my favorite horror movies smart scary yes even little disturbing times while some ideas behind science absurd why its called sciencefiction,7
Event Horizon,cast does good job their roles setting movie dark creepy perfectly done,5
Event Horizon,i have read several bad reviews these comments i have seen basically two categories such one science involved ridiculous movie horror movie horror movie spaceship future i think its time suspend your disbelief enjoy movie,8
Event Horizon,second complaint i have been reading even worse movie too scary disturbing i dont think i have ever sat down watch scary movie been upset wasscary perhaps movie accidentally placed childrens section,10
Event Horizon,regardless movie fun scary exactly what most people look scary movie i highly suggest renting gem enjoying what one better horror movies late 90s,10
Event Horizon,film lot better than what most people gave credit cinematography excellent lighting gave film very eerie feel certainly better than average scifi film not only did film mix two mediums almost perfectly scifi horror completed union almost flawlessly not perfect movie but then again sam neill amazing film virtually all technical aspects film were topnotch while didnt advance film industry overall did make impact scifi genre,8
Event Horizon,event horizon pretty good scifihorror movie which youll either love hate its very dark depressing movie which completely justifies terror tagline perhaps continuing terror why some people probably dislike,8
Event Horizon,far i know most horror movies lack decent story decent acting character development thats why im not into horror movies much but event horizon has interesting story ideal most all original environment horror movie even though character development limited film progresses youll get know most characters better especially sam neills dr weir laurence fishburns cpt miller characters,10
Event Horizon,acting done very well most cast most notable laurence fishburn sam neill who did good job sets other hand brilliant creepy same time i would not feel comfortable walking around any those rooms especially engineering room featuring gravity drive sphere 3 magnetic rings within room filled deadly spikes walls ceiling adds more tension than there already movie which makes experience only better worthwhile,8
Event Horizon,special effects movie quite treat ranging external view gigantic event horizon around neptune dr weir his handywork his eyes,1
Event Horizon,my opinion good but underrated scifi horror movie lots freaky moments will keep your heart racing if you like depressing endless terror youll like movie quite bit if you rather have happy endings laughs youll probably dislike,1
Mulholland Drive,10oct,10
Mulholland Drive,recently i read excerpt book dennis lim called david lynch man another place author mentions how much lynch despises interpretation his work he writes,10
Mulholland Drive,writing about david lynch can hard not hear his voice your head protesting violence being done his work soon you put things words no one ever sees film same way he once told me thats what i hate you know talking—its real dangerous not nothing does mulholland drive lynch movie has invited most fervent flurry explication end word caution silencio,8
Mulholland Drive,reminded me 11 years before edit i had written very review imdb which contained interpretation films plot ive decided remove all whether not you satisfied particular interpretation plot should irrelevant your enjoyment film i enjoyed before i had satisfying interpretation im hoping i can clear my mind next time i watch mulholland dr,10
Mulholland Drive,i will leave one thing my original post quote peter greenaway i would argue if you want write narratives author novelist dont film maker because i believe film making so much more exciting areas which arent primarily do narrative,9
Mulholland Drive,theres sign lost highway says,10
Mulholland Drive,major spoilers ahead,10
Mulholland Drive,but you already knew didnt you,1
Mulholland Drive,since theres great deal people apparently did not get point movie id like contribute my interpretation why plot makes perfect sense others have pointed out one single viewing movie not sufficient if you have dvd md you can cheat looking david lynchs top 10 hints unlocking md but only upon second third viewing please,10
Mulholland Drive,first all mulholland drive downright brilliant masterpiece kind movie refuse leave your head not often comments dvds very accurate but vogues gets inside your head stays there really hit mark,1
Mulholland Drive,david lynch deserves praise creating movie not only has beautifully stylish look cinematographywise has great acting esp naomi watts haunting soundtrack badalamenti very dreamlike quality but top all also manages involve viewer such way few movies have before after all when last time you saw movie just wouldnt leave your mind everyone felt compelled talk write about regardless whether they liked hated,10
Mulholland Drive,allright enough about all its time justify those statements,10
Mulholland Drive,most people have gone through some effort try piece plot together will have come conclusion first half picture illusiona dream sequence,10
Mulholland Drive,course thats too bad all those trying make sense movie expecting traditional methods which story laid out timely logic linear manner viewer but those expecting i urge you check name director come back again,8
Mulholland Drive,md story sad demise diane selwyn wannabeactor who hopelessly love another actor camilla rowles due dianes lack talent she constantly struggling advance her career feels she failed deliver her own her parents expectations upon realizing camilla will never hers c becomes engaged adam kesher director she hires hitman get rid her subsequently has deal guilt produces,1
Mulholland Drive,movie first starts off what may seem strange opening kind thriller which some 50s dancejitterbug contest which we can see main character betty giving great performance we also see elderly couple which we will see twice more throughout movie together her applauding her,10
Mulholland Drive,no wait what most people see first time they view theres actually another very significant fact given before credits camera moving into object although blurry scene quickly fading out if you look closely object actually pillow revealing what follows dream,6
Mulholland Drive,main characters seen first half movie,10
Mulholland Drive,betty diane selwyns imaginary self used first half movie constitutes dreamsequence positive portrayal successful aspiring young actor complete opposite diane betty chosen name real name waitress winkies notice dream version waitresses name diane,1
Mulholland Drive,rita fantasy version camilla rhodes through dianes dream help imaginary caraccident turned into amnesiac makes her vulnerable dependent dianes love she then conveniently placed bettydianes aunts luxurious home which betty has been allowed stay,10
Mulholland Drive,coco real life adams mother dream part woman charge apartment complex betty stays shes mainly strong authority figure can witnessed both parts film,8
Mulholland Drive,adam director we know second half he gets engaged camilla his sole purpose being first half movie only serve punching bag bettydiane since she develops such hatred towards him,1
Mulholland Drive,aunt ruth dianes real aunt but instead being out town she actually dead diane inherited money left her aunt used pay camillas murder,1
Yesterday,after being subjected number films documenting lives musicians most notably bohemian rhapsody rocketman rolling thunder revue bob dylan story truly pleasure presented film sheds light work life artist while not adhering strict though desirable biographical approach exactly what makes piece so marvellous i came out cinema greater appreciation beatles their music through fictional story did not feature four men we familiar all quite often film achieved my admiration band without me consciously noticing,7
Yesterday,another level film made satire modern music industry revealed how apparent solo artists far their titles huge teams people pushing them preferred more commercial creative direction taking musicians creative power done humorous light most themes presented film romantic aspect film evident beginning dominant aspect story possibly shifting focus piece little too much however still helps provides satisfying ending,7
Yesterday,film pays great amount respect fresh way while cleverly interweaving other conflicts,6
Yesterday,there were three main reasons really seeing yesterday alternative world scenario sounded truly fascinating one most fascinating concepts recent years me refreshing change remakes sequels constantly made today like love lot danny boyles previous films find him talented director beatles not all time favourites but do appreciate him highly understand their influence music like lot their songs lot,6
Yesterday,while could have done more its concept yesterday turned out still entertaining charming put me my sister uplifting mood leaving cinema had not had easy day week even up seeing film so yesterday much needed appreciated antidote far films released 2019 go neither one best worst hit miss year somewhere around solid middle if having rank,10
Yesterday,yesterday slick looking film not exemplary but never cheap lily james looks great camera clearly loves her music course fantastic beatles after all some their greatest hits exuberantly performed making one want sing along regardless whether they know all words not hey jude one most memorable examples script balances amusing comedy never oversentimental drama without making too cartoonish mawkish well mostly,9
Yesterday,storywise yesterday captures feelgood spirit affectionately portrayal music industry fun didnt get over top john lennon bit highlight boyle has done better more inspired direction but still directs crisp pace balances things quite well performances good truly charming james coming off best himesh patel has come long way since eastenders while kate mckinnon riotous manager role,10
Yesterday,other viewpoint concept so fascinating while always engaging story predictable bit too ordinary especially final third which pretty much exactly one would expect,6
Yesterday,ed sheerans extended cameo my tastes rather puzzling didnt seem gel everything else,5
Yesterday,all aside enjoyable film whole worth seeing 710,9
Yesterday,great idea some ways film made vision work i just dont think they did enough though instead fell back into traditional love story formula music helped carry lot through unsurprisingly what they missed wasnt necessarily songs themselves but era which they came out meaning time movie just presented almost instant stardom if todays world heard songs which lets honest todays generation wouldnt understand half didnt really present clear vision why which i looking towards end help tie things up lights go off planet he takes bump head then beatles never existed alternate universe dream thought there wouldve been something more there there were few things bothered me story movie made seem like they were pieces puzzle but then never did anything them first through film he also finds out other things dont exist well such coke cigarettes band oasis harry potter seemed like these things were going connect into story why beatles music isnt present but they just left there he kind says oh well nothing comes second he finds out there two others also know beatles music again seems like should big part story tie things together bit why but they just have conversation about she gives him address then thats his conversation what i think supposed john lennon didnt make sense either does mean other 4 exist did they never meet make music just all added up great idea worked early film but didnt follow through properly all my opinion course,8
Yesterday,original premise movie fantastic only one man knows beatles ever existed brings their music world,4
Yesterday,could have been really really great unfortunately idea under developed felt if films makers werent quite sure what do,9
Yesterday,ended up being nice sweet when could have been brilliant,6
Yesterday,refreshingly original entertaining story flows characters relatable well developed not what i expected trailer but i liked better than what i expected so nice see someone take chance original story,8
Yesterday,i went into wondering if they were going explain whole premise being dream such he going get caught crucified he going get girl lose girl so many movies fixated realism difficulties negativity yes he faces several difficulties but movie light beautiful fantastic music if i want realism i watch documentary what i go movies really well done,9
Yesterday,there some movies when released simply dont need big marketing campaign just few words description plot enough put your must see list struggling musician has cycling accident during freak global blackout wakes world where noone other than him remembers beatles any their songs when i heard i said myself yes yes yes but would live up my expectations,10
Yesterday,richard curtis penned film thats immediately enough put tranche moviegoers off all his movies have accent uplifting positive andor whimsical i can understand why winds some people up if richardcurtissy adjective i think should many these films can so classified,10
Yesterday,here although again very richardcurtissy i think he gets mixture just right yesterday me complete joy beginning end,5
Yesterday,i imagine curtis getting story rowdy dinner party round his gaff he asks his guests over third bottle dessert wine play wild fantastical what if game pursuit very good spare brownie course particular event i guess costoryauthor jack barth his moviewriting debut made successful attempt hog brownie premise yesterday quite brilliant whilst same time being utterly bonkers too,8
Yesterday,being said story not completely original i thought there were many similarities ricky gervais vehicle 2009 invention lying where gervais alone finds he suddenly has ability tell lies finds illgotten fortune fame result much like earlier film much joy here recognition gift given dawning realisation what might actually mean him such i found first half film lot more enjoyable than second,5
Yesterday,conundrum facing jack remeber all beatles songs their lyrics without having google reference much fun had him stumbling into situations suddenly remind him new track particular snatch lyric,10
Yesterday,there course obvious explanation whacky storyline since hero has received potentially serious head injury but would film go there no spoilers here,10
Yesterday,himesh patel tvs eastenders but here makes his movie debut he perfectly cast jack malik film hes name about rise utter obscurity lowestoft retail assistant global superstardom patel charming believable he squirms his conscience surprising touching beach scene final reel film exquisitely acted,10
Yesterday,everwatchable utterly gorgeous lily james here goes brunette she actually unrecognisable me both trailer poster here she makes very believable highschool teacher sideline management roadieing,10
Pitch Perfect,we two 50 grandmas went see film spur moment because we enjoy musical movies we were probably oldest people audience which ranged down younger teens but everyone regardless age laughing having grand time much less schmaltzy selfserious than glee but wonderful vocals dancing personality you cant help but fall love hilariously quirky characters especially rebel wilson irrepressible fat amy elizabeth banks gail sexually frustrated female announcer hanna mae lee lilly wackadoo who releases most shocking comments voice barely exceeds murmur fun feelgood highly entertaining,9
Pitch Perfect,i loved so much i scored free tickets denver screening awhile back just going have my wife 13 year old daughter go but i watched trailer really thought anna kendrick terrific 5050 very good up air so i thought what heck im going too i glad i did i laughed like crazy loved capella singing film really raunchy just skirts around r rating several times but just so fun,8
Pitch Perfect,i am pretty confident going surprise box office hit fall so much better than films bound compared like mean girls bring even bridesmaids,8
Pitch Perfect,speaking bridesmaids rebel wilson almost steals show every scene she involved being hilarious lesser movie her scenes most certainly would worth paying price admission alone but there so many other talents involved elizabeth banks has never been funnier skylar astin love interest also terrific though he needs change his name because me name skylar brings only one thing mind she married walter white,9
Pitch Perfect,no oscar winner i am certain i will see dozen so better movies year but none will having me laughing smiling much,3
Pitch Perfect,when my girlfriend suggested put i mimed blowing my brains out imaginary revolver,3
Pitch Perfect,mistake great fun film,9
Pitch Perfect,all girl acapella group have regain their crown winning competition so motley crew underdogs assembled including our main character challenge superior competition,7
Pitch Perfect,characters heavily stereotyped source lot comedy i found characters engaging lovable laughed along most gags cynical misogynistic judgemental biased commentators were especially funny,1
Pitch Perfect,singing segments short sharp just enough get your foot tapping without going full blown mary poppins,10
Pitch Perfect,i didnt expect particularly want enjoy but i did lot,8
Pitch Perfect,my recommendation even if not your kind movie force yourself watch first fifteen minutes their good chance you will make end smile your face,1
Pitch Perfect,take bring glee not icky cheesy way but because theres singing involved good kind mean girls add some quickwitted sharptongued dialogue commentary you have funniest movies,7
Pitch Perfect,first i leery movie about cappella singing groups i thought best would teen flick yes i know anna kendrick but bigger some better names have made some doozies but i unbelievably surprised every kind humour covered here done absolute perfection you will adopting many many lines into your daily lexicon,1
Pitch Perfect,me rebel wilson fat amy elizabeth banks gail commentator have some most hysterically smart lines ever committed celluloid right up there young frankenstein,1
Pitch Perfect,loved,1
Pitch Perfect,i never planning seeing particular movie after seeing unfortunate trailer however i had heard good things about people whos opinions i used trust i wont make mistake again pitch perfect awesomely terrible began innocently enough but then quickly devolved into mashup just about every single cliché one can fathom has loner girl who doesnt want try new things but then she gets involved group she has friends yay girl falls guy but she screws all up but dont worry they get back together end group starts out terrible but then because new girl fresh ideas they step up win all so many eye rolls one film,2
Pitch Perfect,even after worst part movie has awful sound mixing songs so doctored one painfully aware actors lip syncing takes you right out movie they could have least tried make sound like songs were being recorded live rather then using so much auto tune other forms voice manipulation,4
Pitch Perfect,then there were plethora jokes throughout fell so flat hurts some those jokes were even repeated multiple times because once wasnt bad enough least rebel wilson provides few brief moments relief onslaught worn out unfunny jokes,2
Pitch Perfect,but like thats just my opinion if you like terrible things like glee then you will probably love movie,1
Pitch Perfect,most people i saw pitch perfect truly enjoyed they laughed clapped booed me when i expressed my disgust many movie will definitely enjoyable make no mistake does not make any less awful movie,1
Pitch Perfect,several factors contribute my low opinion pitch perfect largest these concerns cast characters while there few complaints acting department characters themselves among worst set people committed screen recent memory,3
Pitch Perfect,beca spelling supposed hip something arrogant brooding selfish brat who spends most her time sulking her computer complaining about being forced go college people blegh right perfect setup character development right wrong after halfhearted apology being terrible human being before climax beca morphs not into upstanding social moral butterfly but smug leader troop she so recently kicked off image audience left,1
Pitch Perfect,jesse most cliché love interest one can imagine seriously girls if you ever meet guy perfect blameless marry him jesse prances throughout movie being sweet everybody his unrealistically nerdy roommate jerks he sings he pursues beca valiantly no particular reason provides cliché moral criticism beca so desperately needs late movie but course he takes her back while girls might enthralled sentiment no true development can occur through character who so blatantly onedimensional,2
Pitch Perfect,worst all two commentators singoffs gail john these two buffoons spew dialogue not only shockingly inappropriate televisionradio they simply arent funny while clearly trying channel fred willards comedic performance best show pair instead come across amusing your drunk middleaged parents frat party,1
Green Book,journey reawakening country like ours gore vidal called united states amnesia absurdity behavior southern communities even kindest ones have jarring effect viggo mortensen sheer perfection all american italian opening his heart his mind total joy mahershala ali provides another magnetic character his already rich list magnetic characters but what makes film fly so high humanity mortensen ali infuse their characters i loved them green book provided me one most satisfying endings 2018 leaves you hopeful thought perhaps were not there yet but we our way happy new year,8
Green Book,we loved green book along soldout crowd who applauded loudly end based true story piano virtuoso don shirleys road trip through south during 60s film pays tribute his genius courage black man who tries hard soar above ugliness times elegant trappings his home his success concert pianist leave him arrogantly cold lonely but his life begins change when he hires tony his road trip driver history nightclub bouncer mafia connections new york tony antithesis dons perfection their evolving relationship road makes movie soar above ordinary become magical viggo ali main roles remarkable its funny endearing watch them discard stereotypes discover their mutual humanity what we liked best movie teaches without preaching all unfolds through myriad natural moments between two great actors strong supporting cast top all off really good soundtrack excellent direction production values audience laughed out loud vigorously applauded endthis one true 10,10
Green Book,film proves why movies can so powerful touching poignant some times funny story opposites attract enjoyed every moment although isnt always easy watch mortenson ali shine there strong supporting roles well,10
Green Book,i saw don shirley perform college 1966 time i simply thought he hell pianist using bass cello come up unique sound so when movie came along i thought i saw guy i know critics being hard film but i sat two hours totally captivated i know there stereotypes could because repeated actions against minorities actions racists have become so commonplace they seem like stereotypes i believe performances these two fine actor made show there subtlety movie transcends many others its type yes there southern cops yes there mens rooms off limits yes there simplistic views racism white new yorkers but what i got realistic presentation evolving friendship shirley abrasive selfcentered lip clueless most time i believed them see film,10
Green Book,i saw premier tiff thrilled learn story about real friendship not typical road movie buddy film given lead actors i knew would something special entertaining funny parts hard accept others white american who wasnt around 1960s racism mind boggling i couldnt help but feel shame green book has so many layers family culture honesty dignity genius respect acceptance stereotypes racism music class friendship fried chicken whatever your views race age film not preachy but you should appreciate honest portrayal difficult time place history ill use term unlikely friendship but knowing two men were real makes fantastic im so grateful have learned about them their lives i only wish there had been qa afterward,9
Green Book,green book wonderful story overcoming selfcondemnation resulting freedom provides film begins tony locked prison judgment rejection not any conscious effort his own but rather his circumstances environment selfassured selfaware character dr shirley introduced into tonys life tony embarks journey selfdiscovery which he forced confront his own preconceived notions which ultimately stem his skewed view himself dr shirley helps tony see himself man beyond his own limiting thoughts tony finally able step into his true nature friend dr shirley everywhere film we reminded people complicated but beyond these complications we also reminded everyone same just looking love acceptance scene where dolores reads tonys letter her cousins spectacular regard its interesting none other reviews mention ymca scene aftermath which me pinnacle moment power shifted these two characters confronting their own strengths weaknesses film simply wonderful its portrayal humanity people we need our lives while comes light tonys wife dolores completely aware her husbands imperfections shortcomings she loves him just same but confrontation not love necessary bring about tonys redemption demonstrating people who spur us deep personal growth never who what we expect,10
Green Book,some my movie friends were stunned when i mentioned thread my peoples choice award vote tiff 2018 won btw i generally go weightier fare so my being won over pg13 road film familiar theycouldnthavebeenmoredifferent premise directed auteur coresponsible such recent classics dumb dumber three stooges elicited virtual doubletake,9
Green Book,but i couldnt help really best film i saw out 17 far away most entertaining i think largely because its based reallife story about beginning lifelong friendship story has writing participation son one reallife characters theres definitely air authenticity events they unfold could never occur purely contrived plot consider collegeeducated concert pianist jamaican descent hires temporarilyunemployed italianamerican nightclub bouncer whos streetwise but academically dim drive him venues deep south back 1962 thats not setup hollywood script written scratch would ever have come up,10
Green Book,two lead actors really click mahershala ali makes nice oscar followup playing aloof pianist passenger viggo mortensens bs artist driver ali certain get another nomination mortensens performance may little too broad garner one but he delivers exactly whats called he makes believable italianamerican which impressive considering hes danish,7
Green Book,im allergic preaching heavyhandedness movies no matter what message exception one borderline scene id say movie nicely sidesteps these proclivities surface so often sociallyconscious films,9
Green Book,music fx excellent when actor plays piano player theres always challenge making playing look believable doesnt get any better than gets here alis piano playing every bit convincing margot robbies ice skating i tonya you never see disconnect between hands body hes filmed against variety backgrounds if i could bet oscar win right now would kris bowers best original score he also supplies alis hands which should clinch,10
Green Book,top everything off capraesque christmas eve finale closing line sends everyone home smiling all adds up monster hit its commercial payoff could huge movie practically begs tv series spinoff reallife characters remained friends until they both died 2013,8
Green Book,so congratulations peter farrelly his graduation codirecting lowbrow fare solodirecting middlebrow ie massappeal fare you cant deny talent craftsmanship takes make mainstream movie works well one does,7
Green Book,picture should up best picture has everything great acting solid scriptwriting something hollywood really needs lots humor i wish hollywood would make more pictures like,10
Green Book,i understad why lot critics dont like film but same time i feel like theyre making up their minds about what they think movie should about they who disagree film will say diminishes horrors black community faced america during 50s because they think its bad film but i thought good film my opinion its not movie about shirley his struggles facing ruthless racism its about tony lips psychologically reforming journey changing his mind about black people through witnessing shirleys experiences its central story line critics disagreeing eschews whole film premiss shouldve been about something else shirley journey not tonys,10
Green Book,there thousands if not millions films about racism towards black people their culture green book had different perspective than rest them not focusing racism but how racism changed man who wasnt target but thats obviously big nono according these critics,9
Green Book,me green book about white man thoroughly changing his whole mindset about something hed been condition abide his whole life,10
Green Book,very inspiring film i walked out cinema feeling like there good even unlikeliest people dialogue well written main characters were equally loveable viggo mortensens acting only overshadowed mahershala ali whose portrayal educated africanamerican man living 1960s america both heartwrenching absolutely hilarious while mortensen stood most comic relief i found myself laughing hardest alis deadpan deliveries through character dr shirley,7
Green Book,story black man who struggles gain respect his fellow africanamericans while simultaneously resisting pulling roots racism oppression which keeps him being successful americans europeans who should his equals all measures musical educational,10
Green Book,while story plot left little desired i felt one two jokes were shoehorned would have been better discarded visual tone fitting film but camerawork nothing out ordinary not all films call outofthisworld originality all marks however film allows audience focus what really important,10
Green Book,i saw tiff loved beginning end its moving true story about two people who forge unlikely friendship thoughtprovoking but never preachy,10
Green Book,outstanding true story film showing color doesnt define us but how we act ourselves towards others does,6
Green Book,great performances entire cast especially viggo mortensen mahershala ali who were perfectly cast convincing their roles also great see comedian sebastian maniscalco film well,8
Green Book,writer director producer peter farrelly nailed every aspect biography,9
Green Book,score cinematography sets visuals were all point,4
A Star Is Born,i did not want watch movie but took my wife see because we both saw one kris kristofferson barbra streisand growing up crowd lot older than we werewe almost 50 biggest screen they had our theater seats lot but maybe half full sunday afternoon not one dry eye place had great tempo didnt drag have any lulls story we were both very pleased still engaging conversations about movie its my opinion highly recommend everyone go out watch great movie heartfelt movie redefines love time age we live my two cents hope you enjoy much we have,10
A Star Is Born,good movie but not great movie will not popular opinion first good stuff lady gaga perfect role acting singing chemistry song writing all fantastic chemistry between bradley cooper gaga believable times breathtaking first two thirds movie had great arch captured us friend who watched movie me said i could watch first part movie repeat i am also big fan about 5 songs would add them my library without hesitation they beautifully written now not so good stuff last third movie too long could easily cut 20 minutes but bradley cooper director more than little self indulgent his own scenes we got struggle drawing out didnt serve storytelling allys character arch disappointing her star rose she didnt learn love what jack saw her she didnt learn take ownership her own story very gift jack trying give her allys story wasnt resolved until very last moments movie eclipsed bradleys directorial obsession jacks decline belying original premise all star born movies lessening her triumph i guess what moved great good me first two thirds proved could great but last third got hijacked no pun intended i give film 7 good out 10 musiccentric romantic drama,7
A Star Is Born,let me start saying performances solid not mind blowing but solid her first film lady gaga did very well but i cant say she blew my mindbut hey its her first film i like her so good her being said film seems getting way overblown people first act really great chemistry between gaga cooper phenomenal but after sort devolves into melodrama character development coopers character lacking he alcoholic we certainly see him drunk many times but i didnt see enough struggle justify his character arc not coopers performance powerful enough convey devastating agony addiction film then goes through few cliches we see gagas character ascend fame but again we also dont see enough struggle her character either all character conflicts addressed but film never fully dives into them way certainly could have i loved first song film but rest music surprisingly bland didnt captivate me all lady gaga obviously has incredible voice cooper held his own surprisingly overall good film not great just good,6
A Star Is Born,4th version star born ive seen 5th if you count what price hollywood each version had life their own reflected times time which made 2018 version no exception me represented also revelation lady gaga phenomenal film presence she quite simply superb moving powerful real janet gaynor had brought form overwhelming innocence judy garland exploded heartbreak hollywood doesnt exist anymore she unquestionably memorable barbara streisand tough strong sense self even during her tribulations lady gaga brings little each them well something profoundly personal kudos bradley cooper his norman maine has new name totally new presence times version seems more about him than about her any case i loved them both bravo,8
A Star Is Born,magnificent movie captivating performances bradley cooper lady gaga ultimate shock how brilliant lady gaga we knew she could sing but didnt have any idea just how far her acting talent stretches after watching i can tell you stretches far enough earn her some oscar gold movie outstanding music annoyingly perfect cast great everything shouts oscar worthy movie ten out ten,10
A Star Is Born,if youre even casual moviegoer chances you have already heard argument originality dead hollywood we live era where even ghostbusters no longer sacred where you wouldnt surprised if one large studios announced remake godfather citizen kane those remakes might capture some audience members but those films almost certainly dont capture audiences hearts they certainly dont capture praise critics they certainly dont take home any major awards,9
A Star Is Born,all changes star born,4
A Star Is Born,change however key word when comes remakes remakes remakes remakes order make venture worthwhile film makers not only have stay close ideas original film but they have have reason retell story its delicate balance every version star born follows broken celebrity winter his career damaged years drinking who suddenly reborn when meeting young ingénue two fall love but while their relationship develops their entertainment careers go different directions,4
A Star Is Born,director costar bradley coopers film seemingly borrows more streisandkristofferson iteration star born last time story retold dynamic between two lovers hinges music industry when streisand kristofferson remade film fourth time point 1976 they broke one aforementioned expectations they both took home golden globes their performances perhaps cooper more inspired performance rather than aesthetic acting one aspect out many shines coopers version characters jackson maine cooper ally lady gaga drive entire story what essentially film only half dozen notable characters cooper lady gaga have amazing chemistry moment you see two screen together first time you feel connection,5
A Star Is Born,first time director cooper deftly creates intimacy between jackson ally without which story would certainly not successful stadiums housing thousands fans small dressing rooms packed screaming drag queens loud dive bar parking lot allnightgrocer cooper uses tight framing sound impeccably make seem like theyre only two people world you understand his charm you see her vulnerability two actors give sidebyside stellar performances,7
A Star Is Born,isnt take away anything small but powerful supporting cast there were some brilliant surprising moments dave chappelle noodles old friend jacksons who reiterates how much ally has revitalized jackson largest surprise came andrew dice clay lorenzo allys father both clay chappelle brought great moments love humanity their criminally small interactions two main characters sam elliot also surprised me his role bobby jacksons much older brother they explain age discrepancy but rest selfexplanatory he cooper truly brothers screen all frustration fights familiarity goes relationship elliot his similarly small time screen often showed softer side his craft hiding touching instants sadness when comes his difficult relationship his brother concealed only slightly his iconic mustache,3
A Star Is Born,begs question does cooper deserve all praise director does cast what i can glean film cooper definitely had his cast same page regardless screen time these actors made you care about their characters audience invested there countless pivotal story beats where these characters may do something frustrating angering instead merely recognizing these hurdles push story further i found myself almost vocally upset akin yelling character horror film not go room where killer hiding film makes you want protagonists succeed even when dealing topical subplots regarding celebrity regret depression substance abuse,2
A Star Is Born,thats because youre along ride entire time youre part love story film sucks you beginning roar raucous concert audience hard beat drums jacksons stage his hypnotic swagger he plays thousands if you were one millions people who have seen trailer film im sure you know exactly what im talking about kudos promotional department film extremely engaging powerful trailer but stems extremely engaging powerful film music much like did trailer gets inside you not just inside your head where you find yourself humming gentle country lilt sang cooper gets inside your heart soul rattles around repeats over over until youre one who doesnt want let go while cooper should commended taking his craft seriously improving his singing where lady gaga shines no ones surprise,4
A Star Is Born,ally perfect role her performer has spoken about how vulnerable ugly she felt some scenes when shooting film but made her so real screen allys career much like first half film blasts off all you can do hold until you realize songstress belting powerful ballad you wonder much like her character how did we get here but point youre just happy along ride testament lady gagas ability because being such iconic figure if werent her conveyance sincerity humility characters journey would seem forced unfulfilling because gagas performance however you relish moment ally can finally embrace who she bravely belt out her songs no inhibition film so many moments grab you music undeniably one my favorite aspects i cant wait film get wider release so studio can also make soundtrack available,1
A Star Is Born,if when award season comes star born undeniably forerunner several major awards i think cooper should commended simply because director he brought everything together songwriters actors cinematography sound design superbly balanced create best possible version story making brightest star both critics audiences,4
A Star Is Born,im little lost how movie getting so many high reviews its good looking movie but characters relatively uninteresting best thing about music theyre not always singing,10
A Star Is Born,just seemed drag,5
A Star Is Born,i am more than just bit surprised how many imdb reviews just glow about remake another remake another remake yet still another remake case some people dont realize film has been over cooked since 1930s,1
A Star Is Born,maybe women love bradley cooper so his vanity project which he credited writer director star heck bradley cooper even went far having sam elliott voice over copying elliotts gravelly voice mr vanity cooper even gives himself several minutes solo face time singing pasthisprimetime weary weathered alcoholic singing star,1
A Star Is Born,oh sure cooper pulled out many pity points he possibly could including his loyal dog pining our over hill rock star while jack hides behind his closed garage door his dog rests front door resting alone waiting his master jack come out behind closed garage door awwwwww shucks coopers screenplay denotes sappy sucker tears called here,8
A Star Is Born,i wish hollywood would welcome some fresh new screenwriters blood some really creative ideas screenplays rather than just use bonafide stars rewrite old screenplays rehash old movies expect us avid filmgoers who enjoy going actual movie theaters suck old crap up again again,4
A Star Is Born,i bet more than half people who wrote praiseworthy imdb review 2018 film wont even remember who starred 5th version star born because simply not memorable film nor worthy bloated high praise has been garnering reference great pt barnum theres sucker born every minutedont next one pass overrated remake,1
A Star Is Born,only went because average rating imdb were very high i usually found them very reliable unfortunately time they were not good indicator its very average movie boring times poor actress performance lady gaga i do not comprehend how can rated above 610 honest,1
A Star Is Born,its story old time thats evident fact bradley coopers star born fourth yes fourth remake movie classic however clearly passionate directing acting throughout furthered wonderful music efficient portrayal classic ragstoriches story proves thoroughly entertaining memorable watch absolutely flies over course nearly two half hours,1
A Star Is Born,but before we get into all i have start films opening half hour which exceptional despite its long running time theres so much packed into opening act its delivered jawdropping passion energy point where i felt absolutely exhilarated film within such short period time,4
American Beauty,250 films ive seen rated imdb only one other schindlers list good american beauty film like not only entertains while youre theater but also drops subtle questions your head about nature human behavior gulf between fantasy reality after watching movie viewers will think long hard about their own lives well lives people around them movie spells out social disillusionment phenomenon everyone experiences but cant really grasp,10
